DESCRIPCION|CODCIE9_1|CODCIE9_2|URGENCIA
ECTASIA DUCTAL|610.4||0
ECTASIA DUCTAL MAMA DER|610.4||0
ECTASIA PELVICA RIÑON IZQ|593.89||0
ECTASIA PIELOCALICIAL DERECHA|593.89||0
ECTASIA RENAL|593.89||0
ECTASIA RENAL DERECHA|593.89||0
ECTROPION|374.10||0
ECTROPION BILATERAL|374.10||0
ECZEMA|692.9||0
ECZEMA.|692.9||0
ECZEMA ABDOMEN|692.9||0
ECZEMA ALAS DE MARIPOSA|692.9||0
ECZEMA ALERGICO|692.9||0
ECZEMA ALERGICO DE CONTACTO|692.9||0
ECZEMA ANAL|692.9||0
ECZEMA ANULAR|692.9||0
ECZEMA AXILAR|691.8||0
ECZEMA BRAZOS|692.9||0
ECZEMA CAE|380.22||0
ECZEMA C.A.E AMBOS OIDOS|380.22||0
ECZEMA CAE BILATERAL|380.22||0
ECZEMA C.A.E. OIDO DERECHO|380.22||0
ECZEMA CARA|692.9||0
ECZEMA CONTACTO|692.9||0
ECZEMA CRONICO EN PIERNAS|692.9||0
ECZEMA CUELLO|692.9||0
ECZEMA CUERO CABELLUDO|692.9||0
ECZEMA DE ANTEBRAZO|692.9||0
ECZEMA DE C.A.E.|380.22||0
ECZEMA DE CAE|380.22||0
ECZEMA DE CONTACTO|692.9||0
ECZEMA DE CONTACTO.|692.9||0
ECZEMA DE CONTACTO AL CEMENTO|692.89||0
ECZEMA DE CONTACTO MANO DERECHA|692.9||0
ECZEMA DE CONTACTO, PRURIGO|692.9||0
ECZEMA DE DEDO|692.9||0
ECZEMA DE HEBRA|110.3||0
ECZEMA DE MANO|692.9||0
ECZEMA DE MANOS|692.9||0
ECZEMA DE PIES|692.9||0
ECZEMA DEDO ANULAR|692.9||0
ECZEMA DEDO INDICE MANO IZDA|692.9||0
ECZEMA DEDO MANO DERECHO|692.9||0
ECZEMA DESHIDROTICO EN MANOS|705.81||0
ECZEMA DISHIDROTICO|705.81||0
ECZEMA DORSO MANOS|692.9||0
ECZEMA EN BRAZO|692.9||0
ECZEMA EN CAE|380.22||0
ECZEMA EN CAE IQZ|380.22||0
ECZEMA EN CAES|380.22||0
ECZEMA EN CUELLO|692.9||0
ECZEMA EN ESPALDA|692.9||0
ECZEMA EN GLUTEO DERECHO|692.9||0
ECZEMA EN HELIX AURICULAR|380.22||0
ECZEMA EN MAMAS|692.9||0
ECZEMA EN MANO DERECHA.|692.9||0
ECZEMA EN MANOS|692.9||0
ECZEMA EN MUSLOS|692.9||0
ECZEMA EN PARPADO|373.31||0
ECZEMA EN PIERNAS|692.9||0
ECZEMA EN RODILLAS|692.9||0
ECZEMA EN TALONES|692.9||0
ECZEMA FACIAL|692.9||0
ECZEMA FRONTAL|692.9||0
ECZEMA HIPERQUERATOSICO PIERNA IZQ|701.8||0
ECZEMA INGUINAL|691.8||0
ECZEMA INGUINAL.|691.8||0
ECZEMA INTERDIGITAL|692.9||0
ECZEMA INTERGLUTEO|692.9||0
ECZEMA MANO DER|692.9||0
ECZEMA MANOS|692.9||0
ECZEMA MARGINADO|110.3||0
ECZEMA MARGINADO DE HEBRA|110.3||0
ECZEMA MEJILLA|692.9||0
ECZEMA MMII|692.9||0
ECZEMA NASOGENIANO|692.9||0
ECZEMA NUMULAR|692.9||0
ECZEMA NUMULAR.|692.9||0
ECZEMA OI|380.22||0
ECZEMA OIDO|380.22||0
ECZEMA OJOS|692.9||0
ECZEMA OTICO|380.22||0
ECZEMA OTICO AMBOS OIDOS|380.22||0
ECZEMA PALMAR|692.9||0
ECZEMA PALPEBRAL|373.31||0
ECZEMA PALPEBRAL BILATERAL|373.31||0
ECZEMA PARPADO INFERIOR|373.31||0
ECZEMA PERIANAL|692.9||0
ECZEMA PERIORBITARIO|692.9||0
ECZEMA PIE|692.9||0
ECZEMA PIERNA|692.9||0
ECZEMA PIERNAS|692.9||0
ECZEMA PIES|692.9||0
ECZEMA PRETIBIAL|692.9||0
ECZEMA REGION ANAL|692.9||0
ECZEMA RETROAURICULAR|692.9||0
ECZEMA SEBORREICO|690.18||0
ECZEMA SEBORREICO CUERO CABELLUDO|690.18||0
ECZEMA SEBORREICO MANOS|690.18||0
ECZEMA SOBREINFECTADO|692.9|686.9|0
ECZEMA SUBMAMARIO|691.8||0
ECZEMA TOBILLO IZDO|692.9||0
ECZEMA TORAX|692.9||0
ECZEMA UMBILICAL|692.9||0
ECZEMA VARICOSO|454.1||0
ECZEMA VARICOSO EN MIEMBROS INFERIORES|454.1||0
ECZEMA VARICOSO PIERNA DERECHA|454.1||0
ECZEMA 2º DEDO MANO DERECHA|692.9||0
ECZEMAS|692.9||0
ECZEMAS DE MANOS|692.9||0
ECZEMAS EN MANOS|692.9||0
ECZEMATIDES|692.9||0
EDEMA|782.3||0
EDEMA|782.3||1
EDEMA AGUDO DE PULMON|518.4||1
EDEMA AGUDO DE PULMON|518.4||0
EDEMA AGUDO DE PULMON.|518.4||0
EDEMA AGUDO PULMON|518.4||0
EDEMA ANGIONEUROTICO|995.1||1
EDEMA ANGIONEUROTICO|995.1||0
EDEMA CARDIACO|428.9||0
EDEMA CICLICO IDIOPATICO|782.3||0
EDEMA CONJUNTIVAL|372.73||0
EDEMA CONJUNTIVAL|372.73||1
EDEMA CORNEAL.|371.20||0
EDEMA CORNEAL IZQUIERDO|371.20||0
EDEMA CORNEAL.ULCERAS EN RESOLUCION|370.00|371.20|0
EDEMA CRONICO DE TOBILLO IZDO|782.3||0
EDEMA CUERDAS VOCALES|478.6||0
EDEMA DE AMBAS CUERDAS VOCALES|478.6||0
EDEMA DE CORNEA SECUNDARIO A LENTES DE CONTACTO|371.24||1
EDEMA DE CORNEA (SIN CONOCER LA CAUSA)|371.20||1
EDEMA DE ESTASIS|459.2||0
EDEMA DE LABIO|528.5||1
EDEMA DE LABIO|528.5||0
EDEMA DE LABIO INFERIOR|528.5||0
EDEMA DE MIEMBROS INFERIORES|782.3||0
EDEMA DE PIERNAS POR ADALAT|782.3|E942.9|0
EDEMA DE PULMON|514||0
EDEMA DE REINKE|478.6||0
EDEMA DE REINKE BILATERAL|478.6||0
EDEMA DE UVULA|478.25||0
EDEMA DE UVULA|528.7||0
EDEMA EEII|782.3||0
EDEMA EN CADERA|782.3||0
EDEMA EN CARA|782.3||0
EDEMA EN ESCROTO|608.86||0
EDEMA EN MANO|782.3||0
EDEMA EN MANOS|782.3||0
EDEMA EN MIEMBROS INFERIORES|782.3||0
EDEMA EN MM.II|782.3||0
EDEMA EN MMII|782.3||0
EDEMA EN MSI|782.3||0
EDEMA EN PARPADO|374.82||0
EDEMA EN PIE|782.3||0
EDEMA EN PIE IZQUIERDO|782.3||0
EDEMA EN PIERNAS|782.3||0
EDEMA EN PIES|782.3||0
EDEMA EN REGION METATARSO PIE|782.3||0
EDEMA ESCROTAL POSTQUIRURGICO|998.89|608.86|0
EDEMA FACIAL|782.3||0
EDEMA FARINGEO|478.25||0
EDEMA FARINGEO|478.25||1
EDEMA GENERALIZADO|782.3||0
EDEMA LABIO|528.5||0
EDEMA LABIO INFERIOR|528.5||0
EDEMA LABIO SUPERIOR|528.5||0
EDEMA LARINGEO|478.6||1
EDEMA LENGUA|782.3||0
EDEMA LINFATICO BRAZO IZDO|457.1||0
EDEMA LINFATICO EN BRAZO|457.1||0
EDEMA MACULAR|362.83||0
EDEMA MALEOLAR|782.3||0
EDEMA MALEOLAR BILATERAL|782.3||0
EDEMA MALEOLAR DERECHO|782.3||0
EDEMA MAMA IZQUIERDA|611.0||0
EDEMA MANO|782.3||0
EDEMA MANO DERECHA|782.3||0
EDEMA MIEMBRO INFERIOR IZQ.|782.3||0
EDEMA MIEMBRO SUPERIOR DERECHO|782.3||0
EDEMA MIEMBROS INFERIORES|782.3||0
EDEMA MMII|782.3||0
EDEMA OJO DERECHO|374.82||0
EDEMA PALPEBRAL|374.82||1
EDEMA PALPEBRAL|374.82||0
EDEMA PALPEBRAL BILATERAL|374.82||0
EDEMA PARPADO OJO IZ|374.82||0
EDEMA PARPEBRAL|374.82||0
EDEMA PARPEBRAL O.D.|374.82||0
EDEMA PERIFERICO|782.3||0
EDEMA PERIORBICULAR|374.82||0
EDEMA PIE IZQ|782.3||0
EDEMA PIE IZQUIERDO|782.3||0
EDEMA PIERNA|782.3||0
EDEMA PIERNA IZQ.|782.3||0
EDEMA POR INSUFICIENCIA VENOSA|459.81||0
EDEMA POSTQUIRURGICO BRAZO IZ|998.89|782.3|0
EDEMA POSTRAUMATICO|782.3|E928.9|0
EDEMA POSTRAUMATICO EN MII|782.3|E928.9|0
EDEMA PROBABLEMENTE POR ANTAGONISTA CA|782.3||0
EDEMA PULMONAR|514||0
EDEMA SUPRACLAVICULAR DCHA|782.3||0
EDEMA TIROIDEO|246.8||0
EDEMA TOBILLO DERECHO|782.3||0
EDEMA UVULA|478.25||0
EDEMA VASCULAR MID|459.2||0
EDEMA Y FRIALDAD PIERNA DERECHA|782.3|782.0|0
EDEMAS|782.3||0
EDEMAS AMBAS PIERNAS|782.3||0
EDEMAS BILATERALES|782.3||0
EDEMAS BIMALEOLARES|782.3||0
EDEMAS BIMALEOLARES BILATERALES|782.3||0
EDEMAS DE GLOTIS|478.6||0
EDEMAS DE PARTES LAXAS|782.3||0
EDEMAS DISTALES|782.3||0
EDEMAS EN EXTREMIDADES INFERIORES.|782.3||0
EDEMAS EN GESTANTE|646.13|782.3|0
EDEMAS EN MANOS|782.3||0
EDEMAS EN MI|782.3||0
EDEMAS EN MIEMBROS INFERIORES|782.3||0
EDEMAS EN MIEMBROS INFERIORES.|782.3||0
EDEMAS EN MM.II.|782.3||0
EDEMAS EN MMII|782.3||0
EDEMAS EN MMII VESPERTINO|782.3||0
EDEMAS EN PIERNAS|782.3||0
EDEMAS EN PIERNAS IATROGENICOS|782.3|E947.9|0
EDEMAS EN TOBILLOS|782.3||0
EDEMAS EXTREMIDADES INFERIORES|782.3||0
EDEMAS FACIALES|782.3||0
EDEMAS GENERALIZADOS|782.3||0
EDEMAS IATROGENICOS|782.3|E947.9|0
EDEMAS MALEOLARES|782.3||0
EDEMAS MALEOLARES.|782.3||0
EDEMAS MALEOLARES AMBAS PIERNAS|782.3||0
EDEMAS MALEOLARES BILATERALES|782.3||0
EDEMAS MALEOLARES MIEMBROS INFERIORES|782.3||0
EDEMAS MALEOLARES VESPERTINOS|782.3||0
EDEMAS MIEMBRO INFERIOR|782.3||0
EDEMAS MIEMBROS INFERIORES|782.3||0
EDEMAS MMII|782.3||0
EDEMAS MMII.|782.3||0
EDEMAS PARPEBRALES|374.82||0
EDEMAS PARTES LAXAS|782.3||0
EDEMAS PERIFERICOS|782.3||0
EDEMAS PERIFERICOS EN ESTUDIO|782.3||0
EDEMAS PERIFERICOS EN PIERNAS|782.3||0
EDEMAS PIERNAS|782.3||0
EDEMAS PIES|782.3||0
EDEMAS POR COMPRESION|782.3||0
EDEMAS POR CORTICOIDES|782.3|E932.0|0
EDEMAS POR FELODIPINO|782.3|E947.9|0
EDEMAS POR GLUCOCORTICOIDES|782.3|E932.0|0
EDEMAS POR INSUFICIENCIA CARDIACA|428.9||0
EDEMAS POR NIFEDIPINO|782.3|E935.5|0
EDEMAS POSTURALES|782.3||0
EDEMAS PRETIBIALES|782.3||0
EDEMAS VESPERTINOS EM MMII|782.3||0
EDEMAS VESPERTINOS LEVES|782.3||0
EDEMAS VESPERTINOS POR ORTOTASTISMO|782.3||0
EDUCACION AUTOCONTROL|V65.40||0
EDUCACION SANITARIA DIABETES|250.00||0
EFECTO ADVERSO A LA PENICILINA Y DERIVADOS|E930.0||1
EFECTO ADVERSO A MEDICAMENTO|995.2|E947.9|0
EFECTO ADVERSO BENZODIACEPINAS|995.2|E939.4|0
EFECTO ADVERSO DE ANALGESICOS, ANTIPIRETICOS Y/O ANTIRREUMATICOS|E935||1
EFECTO ADVERSO DE ANTAGONISTAS DE OPIACEOS|E940.1||1
EFECTO ADVERSO DE ANTIARRITMICOS|E942.0||1
EFECTO ADVERSO DE ANTIBIOTICOS|E930||1
EFECTO ADVERSO DE ANTICOAGULANTES|E934.2||1
EFECTO ADVERSO DE ANTICONVULSIVANTES Y/O ANTIPARKINSONIANOS|E936||1
EFECTO ADVERSO DE ANTIDEPRESIVOS|E939.0||1
EFECTO ADVERSO DE ANTIHISTAMINICOS|E933.0||1
EFECTO ADVERSO DE ANTIINFECCIOSOS NO ANTIBIOTICOS|E931||1
EFECTO ADVERSO DE ANTINEOPLASICOS|E933.1||1
EFECTO ADVERSO DE BENZODIACEPINAS|E939.4||1
EFECTO ADVERSO DE DERIVADOS DE BUTIROFENONA|E939.2||1
EFECTO ADVERSO DE DERIVADOS DE FENOTIACINAS|E939.1||1
EFECTO ADVERSO DE DIURETICOS|E944.4||1
EFECTO ADVERSO DE HORMONAS O TRATAMIENTO HORMONAL|E932||1
EFECTO ADVERSO DE LA DIGOXINA (intoxicación no suicida)|E942.1||1
EFECTO ADVERSO DE MEDICAMENTO|995.2|E947.9|0
EFECTO ADVERSO DE SEDANTES Y/O HIPNOTICOS|E937||1
EFECTO ADVERSO DE TEOFILINA|E944.1||1
EFECTO ADVERSO DE VASODILATADORES CORONARIOS|E942.4||1
EFECTO ADVERSO POR F RMACO A DOSIS CORRE|995.2|E947.9|0
EFECTO INDESEABLE MEDICACION|995.2|E947.9|0
EFECTO SECUNDARIO A MEDICAMENTO|995.2|E947.9|0
EFECTO SECUNDARIO DE MEDICACION|995.2|E947.9|0
EFECTO SECUNDARIO FARMACO.|995.2|E947.9|0
EFECTO SECUNDARIO FARMACO GASTROINTESTINAL|E943||1
EFECTO SECUNDARIO MEDICACION|995.2|E947.9|0
EFECTO SECUNDARIO MEDICACION (IECA)|995.2|E942.6|0
EFECTO SECUNDARIO MEDICACION-METFORMINA|995.2|E932.3|0
EFECTO SECUNDARIO MEDICAMENTO|995.2|E947.9|0
EFECTO SECUNDARIO MEDICAMENTOSO|995.2|E947.9|0
EFECTO 2º A MEDICAMENTO|995.2|E947.9|0
EFECTO 2º ADVERSO A MEDICAMENTO|995.2|E947.9|0
EFECTO 2º NAPROSYN. EPIGASTRALGIA|789.06|E935.9|0
EFECTO 2º SEROXAT|995.2|E939.0|0
EFECTOS SECUNDARIOS DE MEDICAMENTO. ANTIDEPRESIVO|995.2|E939.0|0
EFECTOS SECUNDARIOS DE NORVAS|995.2|E942.9|0
EFECTOS SECUNDARIOS DE QUIMIOTERAPIA|995.2|E933.1|0
EFECTOS SECUNDARIOS DE UROLOSIN|995.2|E945.1|0
EFECTOS SECUNDARIOS DEL CLAVULANICO|995.2|E930.8|0
EFECTOS SECUNDARIOS DEL NORVAS|995.2|E942.9|0
EFECTOS SECUNDARIOS DEL TRATAMIENTO|955.2|E947.9|0
EFECTOS SECUNDARIOS MEDICACION|995.2|E947.9|0
EFECTOS SECUNDARIOS MORFINA|995.2|E935.2|0
EFECTOS TOXICOS DE OTRAS SUBSTANCIAS|989.9||0
EFLUVIO TELOGENO|704.02||0
EKG= TAQUICARDIA SINUSAL|427.89||0
ELA ESTADIO TERMINAL|335.20||0
ELABORACION DE INFORME|V68.0||0
ELECTROCUCIÓN NO FATAL|994.8||1
ELEFANTIASIS|457.1||0
ELEVACION AMINO TRANSFERASAS|790.5||0
ELEVACION CIFRAS DE TENSION ARTERIAL|796.2||0
ELEVACION DE HEMIDIAFRAGMA IZQUIERDO|519.4||0
ELEVACION DE LA PRESION ARTERIAL SIN HIP|796.2||0
ELEVACION DE LAS TRANSAMINASAS|790.4||0
ELEVACION DE TENSION ARTERIAL|796.2||0
ELEVACION DE TRANSAMINASAS|790.4||0
ELEVACION GGT|790.5||0
ELEVACION GLUCEMIA BASAL|790.6||0
ELEVACION GPT|790.4||0
ELEVACION HEMIDIAFRAGMA IZDO|519.4||0
ELEVACION PCR|795.79||0
ELEVACION PLAQUETAS|790.92||0
ELEVACION PRESION ARTERIAL DIASTOLICA|796.2||0
ELEVACION PSA|790.5||0
ELEVACION T A|796.2||0
ELEVACION TENSION ARTERIAL|796.2||0
ELEVACION TENSION ARTERIAL DIASTOLICA|796.2||0
ELEVACION TRANSAMINASAS|790.4||0
ELEVACION TRANSAMINASAS REVISION|790.4||0
ELEVACION UREA|790.6||0
ELONGACION AORTICA|747.29||0
ELONGACION AORTICA CON CALCIFICACION ATEROMATOSIS|440.0||0
ELONGACION AORTICA CON DILATACION DE AORTA|747.29||0
ELONGACION AORTICA Y CALCIFICACION ATEROMATOSIS|440.0||0
EMBARAZADA|V22.2||0
EMBARAZADA DE 2 MESES|V22.2||0
EMBARAZADA DE 6 SEMANAS|V22.2||0
EMBARAZADA DE 7 SEMANAS|V22.2||0
EMBARAZADA PRIMER TRIMESTRE|V22.2||0
EMBARAZADA 2º MES|V22.2||0
EMBARAZADA 5 MESES CONTACTO CON VARICELA|V22.2|V01.7|0
EMBARAZO|V22.2||0
EMBARAZO.|V22.2||0
EMBARAZO A TERMINO|V22.2||0
EMBARAZO ALTO RIESGO|V23.9||0
EMBARAZO CONFIRMADO (EXCLUYE: W79)|V22.2||0
EMBARAZO DE ALTO RIESGO|V23.9||0
EMBARAZO DE RIESGO|V23.9||0
EMBARAZO DE RIESGO ALTO|V23.9||0
EMBARAZO ECTOPICO|633.9||0
EMBARAZO ECTOPICO|633.9||1
EMBARAZO ECTOPICO AMPULAR IZQ|633.0||0
EMBARAZO ECTOPICO EN JULIO 1999|633.9||0
EMBARAZO EN UTERO MIOMATOSO DE 10 CM|654.13||0
EMBARAZO GEMELAR|651.03||0
EMBARAZO QUE REQUIERE ATENCION ESPECIAL|V23.9||0
EMBARAZO RIESGO|V23.9||0
EMBARAZO RIESGO 2º NIVEL|V23.9||0
EMBARAZO RIESGO. 3 NIVEL.|V23.9||0
EMBOLIA|444.9||0
EMBOLIA AGUDA FEMORAL DERECHA|444.22||0
EMBOLIA ARTERIA HEPATICA|444.89||0
EMBOLIA ARTERIA MIEMBRO INFERIOR|444.22||1
EMBOLIA ARTERIA OCULAR|362.30||0
EMBOLIA ARTERIA TEMPORAL OJO IZQUIERDO|362.30||0
EMBOLIA CEREBRAL|434.10||0
EMBOLIA DE PULMON|415.19||0
EMBOLIA PULMONAR|415.19||0
EMBOLIA RETINIANA|362.30||0
EMBOLISMO ARTERIAL MI|444.22||0
EMBOLISMO PULMONAR|415.19||0
EMBOLISMO PULMONAR LII|415.19||0
EMBOLO INTRACARDIACO|410.90||0
EMESIS|787.03||0
EMESIS GRAVIDICA|643.93||0
EMESIS POR EL METOTREXATO|787.03|E933.1|0
EMPEORA BRONQUITIS.|490||0
EMPEORAMIENTO DE INSUF.RESPIRATORIA|518.81||0
EMPIEMA|510.9||0
EMPIEMA PLEURAL|510.9||0
EN ESTUDIO DE ESTERILIDAD|V26.9||0
EN PROGRAMA DE METADONA|304.93||0
EN QUIMIOTERAPIA|V67.2||0
EN TRATAMIENTO CON SINTROM|V58.61||0
EN TRATAMIENTO CON SINTRON|V58.61||0
EN TTº CON METADONA|304.93||0
EN TT. CON SINTROM|V58.61||0
EN TTO. CON CITOSTATICOS|V67.2||0
EN TTO CON QUIMIOTERAPIA|V67.2||0
EN TTO. CON RADIOTERAPIA|V67.1||0
EN TTO, CON SINTROM|V58.61||0
EN TTO. CON SINTROM|V58.61||0
EN TTO CON SINTROM|V58.61||0
EN TTO. DE TERAPIA HORMONAL SUSTITUTIVA|V07.4||0
EN TTO. HORMONAL SUSTITUTIVO|V07.4||0
EN TTO. PARA FERTILIZACION|V26.9||0
EN TTO. POR OSTEOPATA|733.90||0
ENANISMO HIPOFISARIO|253.3||0
ENCEFALITIS HERPETICA|054.3||0
ENCEFALITIS POSTSARAMPION-DEFICIENCIA|055.0||0
ENCEFALOPATIA|348.3||0
ENCEFALOPATIA CONNATAL|742.9||0
ENCEFALOPATIA CONNATAL CRISIS GENERALIZADA|742.9||0
ENCEFALOPATIA CONNATAL SEVERA|742.9||0
ENCEFALOPATIA HEPATICA|572.2||0
ENCEFALOPATIA HEPATICA GRADO II|572.2||0
ENCEFALOPATIA HEPATICA GRADO II-III|572.2||0
ENCEFALOPATIA ISQ.SUBCORTICAL|437.0||0
ENCEFALOPATIA MULTIINFARTO.|434.91|437.2|0
ENCEFALOPATIA PRENATAL|742.9||0
ENCEFALOPATIA VASCULAR|438|331.7|0
ENCLAVAMIENTO CUERPO EXTRAÑO METACARPO|914.7||0
ENCONDROMA|213.9||0
ENCOPRESIS (I)|F98.1||0
ENDARTERECTOMIA CAROTIDA DCHA 2/99|V15.1||0
ENDOCARDITIS CRONICA|424.90||0
ENDOCARDITIS (sin especificar la causa)|424.90||1
ENDOFTALMITIS|360.00||0
ENDOFTALMITIS Y EXPLANTE DE LIO|360.00||0
ENDOMETRIOMA OVARICO|617.1||0
ENDOMETRIOSIS|617.9||0
ENDOMETRIOSIS BILATERAL ESTADIO IV|617.1||0
ENDOMETRIOSIS CRONICA|617.9||0
ENDOMETRIOSIS GRADO IV|617.9||0
ENDOMETRIOSIS INTERVENIDA|V67.0||0
ENDOMETRIOSIS OVARICA|617.1||0
ENDOMETRIOSIS OVARICA CUIDADOS POSQUIRURGICOS|V67.0||0
ENDOMETRIOSIS POST QCA|V67.0||0
ENDOMETRIOSIS URETERAL|617.8||0
ENDOMETRITIS|615.9||0
ENDOSCOPIA DIGESTIVA NORMAL|V71.9||0
ENDOTROPIA DCHA|378.00||0
ENEMA OPACO NORMAL|V71.9||0
ENF. ALZHEIMER|331.0||0
ENF ALZHEIMER|331.0||0
ENF ALZHEIMER.|331.0||0
ENF BEHCET|136.1||0
ENF CEREBROVASCULAR POR ESTENOSIS CAROTIDA|433.10||0
ENF. CORONARIA TRES VASOS|414.01||0
ENF. DE ALZHEIMER|331.0||0
ENF DE ALZHEIMER|331.0||0
ENF. DE ALZHEIMER SEVERO|331.0||0
ENF. DE BOURNEVILLE|759.5||0
ENF. DE BUERGER|443.1||0
ENF. DE CHARCOT MARIE TOOTH|356.1||0
ENF. DE CROHN|555.9||0
ENF DE CROHN|555.9||0
ENF. DE CROHN INTERVENIDA|V67.0||0
ENF. DE GAUCHER|272.7||0
ENF DE GAUCHER|272.7||0
ENF. DE GRAVES TRATADA QCA.|V67.0||0
ENF DE HODGKIN|201.90||0
ENF DE HODGKIN GRADO I|201.90||0
ENF. DE LAPEROYNIE|607.89||0
ENF. DE MENIERE|386.00||0
ENF DE OSGOOD-SCHLATTER|732.4||0
ENF. DE PARKINSON|332.0||0
ENF DE PARKINSON|332.0||0
ENF DE PARKINSON EVOLUCIONADA|332.0||0
ENF. DE PEYRONIE|607.89||0
ENF DE QUERVAIN MUÑECA IZQ|727.04||0
ENF. DE RAYNAUD|443.0||0
ENF DE VON WILLEBRAND|286.4||0
ENF DE WHIPPLE|040.2||0
ENF DEGENERATIVA OSTEOARTICULAR.|715.90||0
ENF. DIVERTICULAR|562.10||0
ENF, DIVERTICULAR COLON|562.10||0
ENF. DIVERTICULAR DEL COLON.|562.10||0
ENF. DIVERTICULAR. ESTREÑIMIENTO IDIOPATICO|562.10||0
ENF. DUPUYTREN|728.6||0
ENF. DUPUYTREN MANO DERECHA(FASCIECTOMIA|V67.0||0
ENF. GRAVES BASEDOW|242.00||0
ENF GRAVES BASEDOW|242.00||0
ENF INFLAMATORIA CRONICA INTESTINAL|558.9||0
ENF MENIERE|386.00||0
ENF. MIXTA DE TEJ CONECTIVO|710.9||0
ENF MIXTA TEJIDO. CONECTIVO|710.9||0
ENF. PARKINSON|332.0||0
ENF PARKINSON|332.0||0
ENF PARKINSON (1996)|332.0||0
ENF. PERIODONTAL|523.9||0
ENF. POR REFLUJO GASTROESOFAGICO LEVE|530.81||0
ENF ULCEROSA POR HELICOBACTER PYLORI|533.90|041.86|0
ENF. VON RECKLINGHAUSEN|237.71||0
ENF VON RECKLINGHAUSEN|237.71||0
ENF.ADDISON|255.4||0
ENF.ALZHEIMER|331.0||0
ENF.CORONARIA.INTER.QCA|V15.1||0
ENF.CROHN|555.9||0
ENF.DE PARKINSON|332.0||0
ENF.DIVERTICULAR DE COLON|562.10||0
ENF.DIVERTICULAR.ESTREÑIMIENTO IDIOPATICO|562.10||0
ENFER PELVICA INFLAMATORIA|614.9||0
ENFER PERIODONTAL|523.9||0
ENFERM ARTICULAR DEGENERATIVA|715.30||0
ENFERM. ARTICULAR DEGENERATIVA GENERALIZADA|715.09||0
ENFERM. DE ALZHEIMER|331.0||0
ENFERM. DE FORESTIER-ROTES-QUEROL|721.8||0
ENFERM DE FORESTIER-ROTES-QUEROL|721.8||0
ENFERM. DE PARKINSON|332.0||0
ENFERM. DE PEIRONIE|607.89||0
ENFERM DE TRANSMISION SEXUAL|099.9||0
ENFERM. DEPRESIVA|311||0
ENFERM. DIVERTICULAR DE COLON|562.10||0
ENFERM. MANIACO DEPRESIVA|296.7||0
ENFERM. PERIDONTAL|523.9||0
ENFERM. PERIDONTICIAL|523.9||0
ENFERM. POR REFLUJO GASTROESOFAGICO|530.81||0
ENFERM.DE ALZHEIMER|331.0||0
ENFERMEDAD ALZHEIMER|331.0||0
ENFERMEDAD ARTERIAL|447.9||0
ENFERMEDAD ARTICULAR DEGENERATIVA|715.30||0
ENFERMEDAD BIPOLAR|296.7||0
ENFERMEDAD CELIACA|579.0||0
ENFERMEDAD CIRCULATORIA EXTREMIDADES|443.9||0
ENFERMEDAD CORONARIA MULTIVASO|414.00||0
ENFERMEDAD CROHN|555.9||0
ENFERMEDAD CRONICA BULBAR H.PILORI|569.9|041.86|0
ENFERMEDAD DE ADDISON|255.4||0
ENFERMEDAD DE ALZHEIMER|331.0||0
ENFERMEDAD DE BASEDOW|242.00||0
ENFERMEDAD DE BEHCET|136.1||0
ENFERMEDAD DE BOURNEVILLE|759.5||0
ENFERMEDAD DE BOWEN|234.9||0
ENFERMEDAD DE BUERGER|443.1||0
ENFERMEDAD DE CROHN|555||1
ENFERMEDAD DE CROHN|555.9||0
ENFERMEDAD DE CROHN DE TODO EL DIGESTIVO|555.9||0
ENFERMEDAD DE CROHN ILEO TERMINAL|555.0||0
ENFERMEDAD DE CROHN REACTIVADA|555.9||0
ENFERMEDAD DE CUSHING|255.0||0
ENFERMEDAD DE CUSHING|255.0||1
ENFERMEDAD DE DUCHENNE|094.0||0
ENFERMEDAD DE DUPUYTREN|728.6||0
ENFERMEDAD DE DUPUYTREN BILATERAL|728.6||0
ENFERMEDAD DE DUPUYTREN DERECHA|728.6||0
ENFERMEDAD DE DUPUYTREN MANO|728.6||0
ENFERMEDAD DE FORESTIER|721.8||0
ENFERMEDAD DE FORESTIER-ROTES-QUEROL|721.8||0
ENFERMEDAD DE GILBERT|277.4||0
ENFERMEDAD DE GILLES DE LA TOURETTE (I)|F95.2||0
ENFERMEDAD DE GRAVES|242.00||0
ENFERMEDAD DE GRAVES BASEDOW|242.00||0
ENFERMEDAD DE GRAVES-BASEDOW|242.00||0
ENFERMEDAD DE HANSEN|030.9||0
ENFERMEDAD DE HODGKIN|201.9||1
ENFERMEDAD DE HODGKIN|201.90||0
ENFERMEDAD DE KIENBOCK|732.3||0
ENFERMEDAD DE KIENBOCK POSTRAUMATICA|732.3||0
ENFERMEDAD DE LA PEYRONIE|607.89||0
ENFERMEDAD DE LAS ENCIAS|523.9||0
ENFERMEDAD DE LAS PEQUEÑAS VIAS AEREAS|466.1||0
ENFERMEDAD DE LOS BUZOS|993.3||1
ENFERMEDAD DE LOS DIENTES|525.9||0
ENFERMEDAD DE MADELUNG|272.8||0
ENFERMEDAD DE MENIERE|386.00||0
ENFERMEDAD DE OSGOOD-SCHLATTER|732.4||0
ENFERMEDAD DE OSGOOD-SCHLATTER ANTIGUA|732.4||0
ENFERMEDAD DE PAGET|731.0||1
ENFERMEDAD DE PAGET|731.0||0
