PRES_CODIGO|PRES_DESCRIPCION
550519|AMINOCAPROICO ACIDO 1G / SEROTONINA-CREATININA SULFATO 250MCG / MENADIONA 500MCG / HESPERIDINA METILCHALCONA 25MG / ESCULINA 5MG (POR 5ML) 100ML SOLUCION ORAL
550520|AMINOCAPROICO ACIDO 4G, 5 AMPOLLAS/VIAL (ORAL/PARENT)
550522|TRANEXAMICO ACIDO 500MG, 6 AMPOLLAS/VIAL (ORAL/PARENT)
550524|TRANEXAMICO ACIDO 500MG, 30 COMPRIMIDOS
550527|MENADIONA 10MG/INYECTABLE 2 INYECTABLE
550533|FITOMENADIONA 10MG, 5 AMPOLLAS/VIAL (ORAL/PARENT)
550537|BATROXOBINA 1UI/INYECTABLE 50 INYECTABLE
550539|QUERCETINA 5MG / SEROTONINA-CREATININA SULFATO 2,50MG / CARBAZOCROMO 2,50MG(POR INYECTABLE) 50 INYECTABLE
550551|ETAMSILATO 500MG, 30 COMPRIMIDOS
550554|FITOMENADIONA 2MG, 5 AMPOLLAS/VIAL (ORAL/PARENT)
550555|HIERRO (II)-FERROGLICINA 170MG/ML 25ML GOTAS/SOLUCION ORAL
550556|HIERRO (III), SORBITEX 100MG/INYECTABLE IV 10 INYECTABLE
550557|HIERRO (III)-FERRIMANITOL OVOALBUMINA 100MG, 15 AMPOLLAS BEBIBLES
550558|HIERRO (III)-FERRIMANITOL OVOALBUMINA 100MG, 30 AMPOLLAS BEBIBLES
550559|HIERRO(III)-FERRITINA 300MG, 20 SOBRES
550560|HIERRO (III)-PROTEINSUCCINILATO DE HIERRO 800MG, 20 AMPOLLAS BEBIBLES
550561|HIERRO (III)-PROTEINSUCCINILATO DE HIERRO 800MG, 23 AMPOLLAS BEBIBLES
550562|HIERRO (II), SULFATO 525MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
550563|HIERRO (III)-FERROCOLINATO 1G, 20 AMPOLLAS BEBIBLES
550564|HIERRO (III)-FERROCOLINATO 500MG, 20 AMPOLLAS BEBIBLES
550565|HIERRO(II), LACTATO 157,10MG, 30 AMPOLLAS BEBIBLES
550566|HIERRO (III)-FERRIMANITOL OVOALBUMINA 300MG, 20 SOBRES
550567|HIERRO (II), SULFATO 256,30MG, 30 COMPRIMIDOS
550569|HIERRO (II), FUMARATO 100MG / FOLICO ACIDO 150MCG, 30 COMPRIMIDOS
550570|HIERRO (II), GLUCEPTATO 150MG / FOLICO ACIDO 500MCG (POR 5ML) 150ML SUSPENSION ORAL
550571|HIERRO (II), GLUCEPTATO 300MG / FOLICO ACIDO 1MG, 20 CAPSULAS
550572|HIERRO (II), GLUCEPTATO 300MG / FOLICO ACIDO 1MG, 20 COMPRIMIDOS
550573|HIERRO (II), GLUCEPTATO 300MG / FOLICO ACIDO 1MG, 50 COMPRIMIDOS
550574|CIANOCOBALAMINA 1MG/INYECTABLE IM 5
550575|CIANOCOBALAMINA 1MG/INYECTABLE IM 8 INYECTABLE
550576|HIDROXOCOBALAMINA 10MG/INYECTABLE 10 INYECTABLE
550577|CIANOCOBALAMINA 100MCG/INYECTABLE IM 12 INYECTABLE
550581|FOLICO ACIDO 5MG, 28 COMPRIMIDOS
550594|FOLICO ACIDO 10MG, 50 CAPSULAS
550595|FOLINATO 3MG/INYECTABLE 6 INYECTABLE
550610|FOLINATO 50MG/INYECTABLE 25 INYECTABLE
550611|FOLINATO 50MG/INYECTABLE 50 INYECTABLE
550628|FOLINATO 15MG, 10 COMPRIMIDOS
550629|FOLINATO 100MCG, 30 AMPOLLAS BEBIBLES
550633|FOLICO ACIDO 400MCG / CIANOCOBALAMINA 2MCG, 28 COMPRIMIDOS
550640|SIMVASTATINA 10MG, 28 COMPRIMIDOS
550641|SIMVASTATINA 10MG, 500 COMPRIMIDOS
550642|GEMFIBROZILO 600MG, 60 COMPRIMIDOS
550643|GEMFIBROZILO 600MG, 500 COMPRIMIDOS
550644|FENOFIBRATO 100MG, 50 CAPSULAS
550645|FENOFIBRATO 100MG, 100 CAPSULAS
550646|FENOFIBRATO 100MG, 500 CAPSULAS
550647|PANTETINA 300MG, 100 CAPSULAS
550648|LOVASTATINA 20MG, 28 COMPRIMIDOS
550649|LOVASTATINA 20MG, 500 COMPRIMIDOS
550650|PRAVASTATINA SODICA 40MG, 28 COMPRIMIDOS
550651|PRAVASTATINA SODICA 40MG, 280 COMPRIMIDOS
550652|FLUVASTATINA 40MG, 28 CAPSULAS
550653|FLUVASTATINA 40MG, 500 CAPSULAS
550654|GEMFIBROZILO 300MG, 500 CAPSULAS
550655|FENOFIBRATO 250MG, 30 CAPSULAS LIBERACION MODIFICADA
550656|PRAVASTATINA SODICA 10MG, 28 COMPRIMIDOS
550657|FLUVASTATINA 20MG, 28 CAPSULAS
550658|FLUVASTATINA 20MG, 500 CAPSULAS
550659|CERIVASTATINA 200MCG, 28 COMPRIMIDOS
550660|CERIVASTATINA 200MCG, 500 COMPRIMIDOS
550661|PRAVASTATINA SODICA 20MG, 28 COMPRIMIDOS
550662|CERIVASTATINA 100MCG, 28 COMPRIMIDOS
550663|SIMVASTATINA 20MG, 28 COMPRIMIDOS
550664|SIMVASTATINA 20MG, 500 COMPRIMIDOS
550665|BINIFIBRATO 550MG, 60 COMPRIMIDOS LIBERACION MODIFICADA
550666|COLESTIRAMINA 3G, 40 SOBRES
550667|ATORVASTATINA 10MG, 28 COMPRIMIDOS
550668|ATORVASTATINA 10MG, 500 COMPRIMIDOS
550669|GEMFIBROZILO 900MG, 30 COMPRIMIDOS
550670|GEMFIBROZILO 900MG, 500 COMPRIMIDOS
550671|LOVASTATINA 40MG, 28 COMPRIMIDOS
550672|LOVASTATINA 40MG, 500 COMPRIMIDOS
550673|BEZAFIBRATO 200MG, 60 COMPRIMIDOS
550675|BEZAFIBRATO 400MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
550676|COLESTIPOL CLORHIDRATO 5G, 30 SOBRES
550677|PANTETINA 200MG, 100 CAPSULAS
550678|BINIFIBRATO 600MG, 60 COMPRIMIDOS
550679|DIETILAMINOETIL DEXTRANO CLORHIDRATO 500MG, 50 CAPSULAS
550680|SULODEXIDA 300UI/INYECTABLE 6 INYECTABLE
550681|SULODEXIDA 150UI, 60 CAPSULAS
550682|COLESTIRAMINA 4G, 50 SOBRES
550683|SULODEXIDA 12MG, 60 CAPSULAS
550684|BENFLUOREX CLORHIDRATO 150MG, 60 COMPRIMIDOS
550685|SIMVASTATINA 40MG, 28 COMPRIMIDOS
550686|SIMVASTATINA 40MG, 500 COMPRIMIDOS
550688|CERIVASTATINA 400MCG, 28 COMPRIMIDOS
550689|ATORVASTATINA 20MG, 500 COMPRIMIDOS
550690|ATORVASTATINA 40MG, 500 COMPRIMIDOS
551069|SODIO CLORURO 300MG / GLUCOSA 3,30G (POR 100ML) 2500 ENVASE ML INYECTABLE PERFUSION
551070|SODIO CLORURO 300MG / GLUCOSA 3,30G (POR 100ML) 5000 ENVASE ML INYECTABLE PERFUSION
551071|SODIO CLORURO 300MG / GLUCOSA 3,30G (POR 100ML) 10000 ENVASE ML INYECTABLE PERFUSION
551080|SODIO CLORURO 600MG / LACTATO SODICO 325MG / POTASIO CLORURO 40MG / CALCIO CLORURO 27MG (POR 100ML) 5000 ENVASE ML INYECTABLE PERFUSION
551081|SODIO CLORURO 600MG / LACTATO SODICO 325MG / POTASIO CLORURO 40MG / CALCIO CLORURO 27MG (POR 100ML) 10000 ENVASE ML INYECTABLE PERFUSION
551093|SODIO CLORURO 300MG / GLUCOSA 3,60G (POR 100ML) 10000 ENVASE ML INYECTABLE PERFUSION
551098|FRUCTOSA 3,60G / SODIO CLORURO 300MG (POR 100ML) 5000 ENVASE ML INYECTABLE PERFUSION
551099|FRUCTOSA 3,60G / SODIO CLORURO 300MG (POR 100ML) 10000 ENVASE ML INYECTABLE PERFUSION
551106|POTASIO CLORURO 380MG / GLUCOSA 3,40G (POR 100ML) 5000 ENVASE ML INYECTABLE PERFUSION
551112|POTASIO CLORURO 400MG / GLUCOSA 3,60G (POR 100ML) 5000 ENVASE ML INYECTABLE PERFUSION
551113|POTASIO CLORURO 400MG / GLUCOSA 3,60G (POR 100ML) 10000 ENVASE ML INYECTABLE PERFUSION
551114|SODIO CLORURO 900MG/100ML 10000ML SOLUCION VIAS URINARIAS
551115|SODIO CLORURO 900MG/100ML 12000ML SOLUCION VIAS URINARIAS
551116|GLICINA 1,50G/100ML 10000ENVASE INYECTABLE PERFUSION
551118|GLICINA 1G / MANITOL 1G (POR 100ML) 10000ENVASE INYECTABLE PERFUSION
551127|GLUCOSA 15G / SODIO CLORURO 5,77G / LACTATO SODICO 4G / CALCIO CLORURO 200MG / MAGNESIO CLORURO 50MG (POR 100ML) 10000 ENVASE ML SOLUCION INTRAPERIT
551185|SODIO CLORURO 563MG / LACTATO SODICO 498MG / POTASIO CLORURO 30MG / CALCIO CLORURO 19MG / MAGNESIO CLORURO 7MG / GLUCOSA 1,50G (POR 100ML) 10000 ENVASE ML INYECTABLE PERFUSION
551186|GLUCOSA 70G / SODIO CLORURO 5,77G / LACTATO SODICO 4G / CALCIO CLORURO 200MG / MAGNESIO CLORURO 50MG (POR 100ML) 10000 ENVASE ML INYECTABLE PERFUSION
551209|MANITOL 20G/100ML 2500 ENVASE ML INYECTABLE PERFUSION
551211|MANITOL 20G/100ML 5000 ENVASE ML INYECTABLE PERFUSION
551213|MANITOL 20G/100ML 10000 ENVASE ML INYECTABLE PERFUSION
551215|MANITOL 10G/100ML 2500 ENVASE ML INYECTABLE PERFUSION
551217|MANITOL 10G/100ML 5000 ENVASE ML INYECTABLE PERFUSION
551219|MANITOL 10G/100ML 10000 ENVASE ML INYECTABLE PERFUSION
551228|ESTREPTOQUINASA 10MILES UI / ESTREPTODORNASA 2,50MILES UI, 20 CAPSULAS
551229|ESTREPTOQUINASA 10MILES UI / ESTREPTODORNASA 2,50MILES UI, 20 COMPRIMIDOS
551230|ESTREPTOQUINASA 10MILES UI / ESTREPTODORNASA 2,50MILES UI, 40 CAPSULAS
551231|ESTREPTOQUINASA 10MILES UI / ESTREPTODORNASA 2,50MILES UI, 40 COMPRIMIDOS
551232|ESTREPTOQUINASA 10MILES UI / ESTREPTODORNASA 2,50MILES UI, 500 CAPSULAS
551233|ESTREPTOQUINASA 10MILES UI / ESTREPTODORNASA 2,50MILES UI, 500 COMPRIMIDOS
551255|DIGOXINA 250MCG, 25 COMPRIMIDOS
551256|DIGOXINA 250MCG, 50 COMPRIMIDOS
551257|DIGOXINA 250MCG, 500 COMPRIMIDOS
551259|DIGOXINA 250MCG/INYECTABLE IV 5 INYECTABLE
551261|METILDIGOXINA 100MCG, 20 COMPRIMIDOS
551262|METILDIGOXINA 100MCG, 50 COMPRIMIDOS
551263|METILDIGOXINA 100MCG, 500 COMPRIMIDOS
551271|AMIODARONA CLORHIDRATO 200MG, 30 COMPRIMIDOS
551272|AMIODARONA CLORHIDRATO 200MG, 500 COMPRIMIDOS
551273|PROPAFENONA CLORHIDRATO 300MG, 20 COMPRIMIDOS
551274|PROPAFENONA CLORHIDRATO 300MG, 60 COMPRIMIDOS
551275|FLECAINIDA ACETATO 100MG, 30 COMPRIMIDOS
551276|FLECAINIDA ACETATO 100MG, 60 COMPRIMIDOS
551277|FLECAINIDA ACETATO 100MG, 500 COMPRIMIDOS
551279|AMIODARONA CLORHIDRATO 150MG/INYECTABLE 100 INYECTABLE
551284|APRINDINA CLORHIDRATO 50MG, 60 CAPSULAS
551285|PROPAFENONA CLORHIDRATO 150MG, 30 COMPRIMIDOS
551286|PROPAFENONA CLORHIDRATO 150MG, 60 COMPRIMIDOS
551287|MEXILETINA 200MG, 30 CAPSULAS
551288|PROCAINAMIDA CLORHIDRATO 250MG, 20 CAPSULAS
551289|HIDROQUINIDINA 250MG, 40 CAPSULAS LIBERACION MODIFICADA
551290|ALMITRINA 50MG, 30 COMPRIMIDOS
551291|ALMITRINA 50MG, 500 COMPRIMIDOS
551292|EPINEFRINA 1MG/JERINGA PRECARGADA 1 JERINGA PRECARGADA
551295|IBOPAMINA 100MG, 40 COMPRIMIDOS
551296|IBOPAMINA 100MG, 500 COMPRIMIDOS
551301|ETILEFRINA 25MG, 20 CAPSULAS LIBERACION MODIFICADA
551302|ETILEFRINA 7,50MG/ML 15ML GOTAS/SOLUCION ORAL
551303|ETILEFRINA 7,50MG/ML 50ML GOTAS/SOLUCION ORAL
551305|ETILEFRINA 5MG, 20 COMPRIMIDOS
551306|ETILEFRINA 10MG/INYECTABLE 6 INYECTABLE
551308|CAFEDRINA CLORHIDRATO 100MG / TEODRENALINA CLORHIDRATO 5MG, 30 COMPRIMIDOS
551309|EPINEFRINA 300MCG/JERINGA PRECARGADA 1 JERINGA PRECARGADA
551310|EPINEFRINA 150MCG/JERINGA PRECARGADA 1 JERINGA PRECARGADA
551311|NITROGLICERINA 10MG 7 PARCHES
551312|NITROGLICERINA 10MG 30 PARCHES
551314|NITROGLICERINA 5MG 7 PARCHES
551315|NITROGLICERINA 5MG 30 PARCHES
551317|ISOSORBIDA MONONITRATO 60MG, 30 CAPSULAS LIBERACION MODIFICADA
551318|ISOSORBIDA MONONITRATO 60MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
551319|ISOSORBIDA MONONITRATO 60MG, 500 COMPRIMIDOS LIBERACION MODIFICADA
551320|NITROGLICERINA 15MG 7 PARCHES
551321|NITROGLICERINA 15MG 30 PARCHES
551322|NITROGLICERINA 15MG 500 PARCHES
551323|ISOSORBIDA MONONITRATO 40MG, 20 COMPRIMIDOS
551324|ISOSORBIDA MONONITRATO 40MG, 30 CAPSULAS LIBERACION MODIFICADA
551325|ISOSORBIDA MONONITRATO 40MG, 30 GRAGEAS LIBERACION MODIFICADA
551326|ISOSORBIDA MONONITRATO 40MG, 40 COMPRIMIDOS
551327|ISOSORBIDA MONONITRATO 40MG, 500 COMPRIMIDOS
551328|ISOSORBIDA MONONITRATO 20MG, 30 CAPSULAS LIBERACION MODIFICADA
551329|ISOSORBIDA MONONITRATO 20MG, 40 COMPRIMIDOS
551330|ISOSORBIDA MONONITRATO 20MG, 60 CAPSULAS LIBERACION MODIFICADA
551331|ISOSORBIDA MONONITRATO 20MG, 80 COMPRIMIDOS
551332|ISOSORBIDA MONONITRATO 20MG, 500 COMPRIMIDOS
551333|ISOSORBIDA DINITRATO 20MG, 20 COMPRIMIDOS LIBERACION MODIFICADA
551334|ISOSORBIDA DINITRATO 20MG, 50 COMPRIMIDOS LIBERACION MODIFICADA
551335|ISOSORBIDA DINITRATO 20MG, 500 COMPRIMIDOS LIBERACION MODIFICADA
551336|ISOSORBIDA MONONITRATO 50MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
551337|ISOSORBIDA MONONITRATO 50MG, 500 COMPRIMIDOS LIBERACION MODIFICADA
551338|ISOSORBIDA DINITRATO 5MG, 50 COMPRIMIDOS
551339|ISOSORBIDA DINITRATO 5MG, 500 COMPRIMIDOS
551341|ISOSORBIDA DINITRATO 60MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
551342|NITROGLICERINA 400MCG, 30 COMPRIMIDOS
551343|NITROGLICERINA 400MCG, 200 AEROSOL SUBLINGUAL
551344|NITROGLICERINA 1MG / CAFEINA 25MG, 20 COMPRIMIDOS SUBLINGUALES
551345|NITROGLICERINA 800MCG, 30 COMPRIMIDOS SUBLINGUALES
551346|NITRENDIPINO 20MG, 30 COMPRIMIDOS
551347|NITRENDIPINO 20MG, 500 COMPRIMIDOS
551348|NISOLDIPINO 10MG, 30 COMPRIMIDOS
551349|NISOLDIPINO 10MG, 500 COMPRIMIDOS
551351|DILTIAZEM 120MG, 30 CAPSULAS LIBERACION MODIFICADA
551353|DILTIAZEM 120MG, 40 CAPSULAS LIBERACION MODIFICADA
551354|DILTIAZEM 120MG, 40 COMPRIMIDOS LIBERACION MODIFICADA
551355|DILTIAZEM 120MG, 60 CAPSULAS LIBERACION MODIFICADA
551356|DILTIAZEM 120MG, 60 COMPRIMIDOS LIBERACION MODIFICADA
551358|DILTIAZEM 120MG, 500 CAPSULAS LIBERACION MODIFICADA
551359|DILTIAZEM 120MG, 500 COMPRIMIDOS LIBERACION MODIFICADA
551360|DILTIAZEM 300MG, 20 CAPSULAS LIBERACION MODIFICADA
551361|DILTIAZEM 300MG, 28 CAPSULAS LIBERACION MODIFICADA
551362|DILTIAZEM 300MG, 30 CAPSULAS LIBERACION MODIFICADA
551363|DILTIAZEM 300MG, 500 CAPSULAS
551364|DILTIAZEM 300MG, 500 CAPSULAS LIBERACION MODIFICADA
551365|VERAPAMILO CLORHIDRATO 120MG, 28 CAPSULAS
551366|VERAPAMILO CLORHIDRATO 120MG, 60 COMPRIMIDOS LIBERACION MODIFICADA
551367|NIFEDIPINO 20MG, 40 CAPSULAS LIBERACION MODIFICADA
551368|NIFEDIPINO 20MG, 40 COMPRIMIDOS LIBERACION MODIFICADA
551369|NIFEDIPINO 20MG, 60 CAPSULAS LIBERACION MODIFICADA
551370|NIFEDIPINO 20MG, 60 COMPRIMIDOS LIBERACION MODIFICADA
551371|NIFEDIPINO 20MG, 500 CAPSULAS LIBERACION MODIFICADA
551372|NIFEDIPINO 20MG, 500 COMPRIMIDOS LIBERACION MODIFICADA
551373|AMLODIPINO 5MG, 30 COMPRIMIDOS
551374|AMLODIPINO 5MG, 500 COMPRIMIDOS
551376|DILTIAZEM 60MG, 30 COMPRIMIDOS
551378|DILTIAZEM 60MG, 60 COMPRIMIDOS
551379|DILTIAZEM 60MG, 500 COMPRIMIDOS
551380|NITRENDIPINO 10MG, 30 COMPRIMIDOS
551381|NITRENDIPINO 10MG, 60 COMPRIMIDOS
551383|DILTIAZEM 90MG, 30 CAPSULAS LIBERACION MODIFICADA
551385|DILTIAZEM 90MG, 60 CAPSULAS LIBERACION MODIFICADA
551387|DILTIAZEM 90MG, 500 CAPSULAS LIBERACION MODIFICADA
551389|DILTIAZEM 180MG, 30 CAPSULAS LIBERACION MODIFICADA
551390|DILTIAZEM 180MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
551391|DILTIAZEM 180MG, 60 CAPSULAS LIBERACION MODIFICADA
551393|DILTIAZEM 180MG, 500 CAPSULAS LIBERACION MODIFICADA
551394|DILTIAZEM 180MG, 500 COMPRIMIDOS LIBERACION MODIFICADA
551395|DILTIAZEM 240MG, 20 CAPSULAS LIBERACION MODIFICADA
551396|DILTIAZEM 240MG, 20 COMPRIMIDOS LIBERACION MODIFICADA
551397|DILTIAZEM 240MG, 30 CAPSULAS LIBERACION MODIFICADA
551398|DILTIAZEM 240MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
551399|DILTIAZEM 240MG, 500 CAPSULAS LIBERACION MODIFICADA
551400|FELODIPINO 5MG, 30 COMPRIMIDOS
551401|NIFEDIPINO 10MG, 50 CAPSULAS
551402|NIFEDIPINO 10MG, 500 CAPSULAS
551403|AMLODIPINO 10MG, 30 COMPRIMIDOS
551404|AMLODIPINO 10MG, 500 COMPRIMIDOS
551405|NISOLDIPINO 30MG, 30 COMPRIMIDOS
551406|LACIDIPINO 4MG, 28 COMPRIMIDOS
551409|NISOLDIPINO 20MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
551411|DILTIAZEM 200MG, 28 CAPSULAS
551412|DILTIAZEM 200MG, 28 CAPSULAS LIBERACION MODIFICADA
551414|NIFEDIPINO 30MG, 28 COMPRIMIDOS LIBERACION MODIFICADA
551415|NIFEDIPINO 30MG, 40 CAPSULAS LIBERACION MODIFICADA
551416|NIFEDIPINO 30MG, 500 CAPSULAS LIBERACION MODIFICADA
551419|VERAPAMILO CLORHIDRATO 180MG, 56 CAPSULAS
551420|VERAPAMILO CLORHIDRATO 180MG, 60 COMPRIMIDOS LIBERACION MODIFICADA
551421|VERAPAMILO CLORHIDRATO 240MG, 28 CAPSULAS
551422|VERAPAMILO CLORHIDRATO 240MG, 30 CAPSULAS LIBERACION MODIFICADA
551423|VERAPAMILO CLORHIDRATO 240MG, 30 COMPRIMIDOS LIBERACION MODIFICADA
551424|VERAPAMILO CLORHIDRATO 80MG, 30 COMPRIMIDOS
551425|VERAPAMILO CLORHIDRATO 80MG, 60 COMPRIMIDOS
551426|LERCANIDIPINO 10MG, 28 COMPRIMIDOS
551427|NIFEDIPINO 60MG, 28 COMPRIMIDOS LIBERACION MODIFICADA
551429|CARNITINA 1G/INYECTABLE 10 INYECTABLE
551431|TRIMETAZIDINA 20MG, 60 COMPRIMIDOS
551432|TRIMETAZIDINA 20MG, 500 COMPRIMIDOS
551433|MOLSIDOMINA 2MG, 30 COMPRIMIDOS
551434|MOLSIDOMINA 2MG, 60 COMPRIMIDOS
551435|MOLSIDOMINA 4MG, 30 COMPRIMIDOS
551437|CARNITINA 1G, 10 AMPOLLAS BEBIBLES
551438|CARNITINA 1G, 100 AMPOLLAS BEBIBLES
551440|CARNITINA 1,50G/5ML 40ML SOLUCION ORAL
551441|METILDOPA 250MG, 30 COMPRIMIDOS
551442|METILDOPA 250MG, 60 COMPRIMIDOS
551443|METILDOPA 250MG, 500 COMPRIMIDOS
551444|MOXONIDINA 300MCG, 30 COMPRIMIDOS
551445|MOXONIDINA 300MCG, 60 COMPRIMIDOS
551446|MOXONIDINA 400MCG, 30 COMPRIMIDOS
551447|MOXONIDINA 400MCG, 60 COMPRIMIDOS
551448|MOXONIDINA 200MCG, 30 COMPRIMIDOS
551449|MOXONIDINA 200MCG, 60 COMPRIMIDOS
551450|CLONIDINA CLORHIDRATO 150MCG, 30 COMPRIMIDOS
551451|METILDOPA 500MG, 30 COMPRIMIDOS
551455|PRAZOSINA 5MG, 30 COMPRIMIDOS
551456|PRAZOSINA 1MG, 60 COMPRIMIDOS
551457|PRAZOSINA 2MG, 60 COMPRIMIDOS
551458|DOXAZOSINA 4MG, 28 COMPRIMIDOS
551459|DOXAZOSINA 4MG, 28 COMPRIMIDOS LIBERACION MODIFICADA
551460|DOXAZOSINA 4MG, 500 COMPRIMIDOS
551461|DOXAZOSINA 4MG, 500 COMPRIMIDOS LIBERACION MODIFICADA
551462|DOXAZOSINA 2MG, 28 COMPRIMIDOS
551463|DOXAZOSINA 2MG, 500 COMPRIMIDOS
551464|LABETALOL CLORHIDRATO 100MG, 30 COMPRIMIDOS
551465|LABETALOL CLORHIDRATO 200MG, 30 COMPRIMIDOS
551467|HIDRALAZINA CLORHIDRATO 25MG, 30 COMPRIMIDOS
551468|HIDRALAZINA CLORHIDRATO 25MG, 500 COMPRIMIDOS
551469|HIDRALAZINA CLORHIDRATO 50MG, 30 COMPRIMIDOS
551470|HIDRALAZINA CLORHIDRATO 50MG, 500 COMPRIMIDOS
551474|MINOXIDIL 10MG, 30 COMPRIMIDOS
551475|VALSARTAN 80MG, 28 CAPSULAS
551476|VALSARTAN 80MG, 300 CAPSULAS
551477|PERINDOPRIL 4MG, 30 COMPRIMIDOS
551478|PERINDOPRIL 4MG, 500 COMPRIMIDOS
551479|CAPTOPRIL 25MG, 60 COMPRIMIDOS
551480|CAPTOPRIL 25MG, 500 COMPRIMIDOS
551481|CAPTOPRIL 50MG, 30 COMPRIMIDOS
551482|CAPTOPRIL 50MG, 500 COMPRIMIDOS
551483|ENALAPRIL 5MG, 10 COMPRIMIDOS
551484|ENALAPRIL 5MG, 60 COMPRIMIDOS
551485|ENALAPRIL 5MG, 500 COMPRIMIDOS
551486|QUINAPRIL 5MG, 60 COMPRIMIDOS
551487|QUINAPRIL 5MG, 500 COMPRIMIDOS
551488|LOSARTAN 12,50MG, 7 COMPRIMIDOS
551489|LOSARTAN 12,50MG, 500 COMPRIMIDOS
551490|LISINOPRIL 5MG, 60 COMPRIMIDOS
551491|LISINOPRIL 5MG, 500 COMPRIMIDOS
551492|ENALAPRIL 20MG, 28 COMPRIMIDOS
551493|ENALAPRIL 20MG, 500 COMPRIMIDOS
551494|CILAZAPRIL 2,50MG, 28 COMPRIMIDOS
551495|LISINOPRIL 20MG, 28 COMPRIMIDOS
551496|LISINOPRIL 20MG, 500 COMPRIMIDOS
551497|BENAZEPRIL CLORHIDRATO 10MG, 28 COMPRIMIDOS
551498|BENAZEPRIL CLORHIDRATO 10MG, 500 COMPRIMIDOS
551499|ESPIRAPRIL CLORHIDRATO 6MG, 28 COMPRIMIDOS
551500|RAMIPRIL 5MG, 28 COMPRIMIDOS
551501|RAMIPRIL 5MG, 500 COMPRIMIDOS
551502|CAPTOPRIL 100MG, 15 COMPRIMIDOS
551503|CAPTOPRIL 100MG, 500 COMPRIMIDOS
551504|TRANDOLAPRIL 500MCG, 28 CAPSULAS
551505|CAPTOPRIL 12,50MG, 20 COMPRIMIDOS
551506|CAPTOPRIL 12,50MG, 200 COMPRIMIDOS
551507|IRBESARTAN 75MG, 28 COMPRIMIDOS
551508|LOSARTAN 50MG, 28 COMPRIMIDOS
551509|LOSARTAN 50MG, 500 COMPRIMIDOS
551510|CILAZAPRIL 5MG, 28 COMPRIMIDOS
551511|CILAZAPRIL 1MG, 30 COMPRIMIDOS
551512|FOSINOPRIL SODICO 20MG, 28 COMPRIMIDOS
551513|BENAZEPRIL CLORHIDRATO 20MG, 28 COMPRIMIDOS
551514|BENAZEPRIL CLORHIDRATO 20MG, 500 COMPRIMIDOS
551515|RAMIPRIL 2,50MG, 28 COMPRIMIDOS
551516|RAMIPRIL 2,50MG, 500 COMPRIMIDOS
551517|QUINAPRIL 20MG, 28 COMPRIMIDOS
551518|QUINAPRIL 20MG, 500 COMPRIMIDOS
551519|CANDESARTAN 16MG, 28 COMPRIMIDOS
551520|CANDESARTAN 16MG, 300 COMPRIMIDOS
551521|CANDESARTAN 16MG, 500 COMPRIMIDOS
551522|CANDESARTAN 4MG, 14 COMPRIMIDOS
551523|CANDESARTAN 4MG, 300 COMPRIMIDOS
551524|CANDESARTAN 4MG, 500 COMPRIMIDOS
551527|TELMISARTAN 80MG, 28 COMPRIMIDOS
551528|TELMISARTAN 40MG, 28 COMPRIMIDOS
551529|TRANDOLAPRIL 2MG, 28 CAPSULAS
551530|VALSARTAN 160MG, 28 CAPSULAS
551531|QUINAPRIL 40MG, 28 COMPRIMIDOS
551532|IRBESARTAN 300MG, 28 COMPRIMIDOS
551533|IRBESARTAN 150MG, 28 COMPRIMIDOS
551534|CANDESARTAN 8MG, 28 COMPRIMIDOS
551535|EPROSARTAN 400MG, 56 COMPRIMIDOS
551536|EPROSARTAN 300MG, 56 COMPRIMIDOS
551537|TELMISARTAN 20MG, 28 COMPRIMIDOS
551538|EPROSARTAN 600MG, 28 COMPRIMIDOS
551539|ENALAPRIL 2,50MG, 500 COMPRIMIDOS
551540|ENALAPRIL 10MG, 500 COMPRIMIDOS
551542|RESERPINA 250MCG / CLORTALIDONA 50MG, 30 COMPRIMIDOS
551543|RESERPINA 250MCG / CLORTALIDONA 50MG / ESPIRONOLACTONA 25MG, 20 COMPRIMIDOS
551544|YOHIMBINA 600MCG / RESCINAMINA 250MCG / AJMALINA 190MCG / RESERPINA 100MCG / HIDROCLOROTIAZIDA 20MG / RAUPINA 10MCG, 20 COMPRIMIDOS
551545|YOHIMBINA 600MCG / RESCINAMINA 250MCG / AJMALINA 190MCG / RESERPINA 100MCG / HIDROCLOROTIAZIDA 20MG / RAUPINA 10MCG, 50 COMPRIMIDOS
551546|RESERPINA 100MCG / DIHIDRALAZINA CLORHIDRATO 10MG / HIDROCLOROTIAZIDA 10MG, 50 COMPRIMIDOS
551547|CAPTOPRIL 50MG / HIDROCLOROTIAZIDA 25MG, 30 COMPRIMIDOS
551548|CAPTOPRIL 50MG / HIDROCLOROTIAZIDA 25MG, 100 COMPRIMIDOS
551549|CAPTOPRIL 50MG / HIDROCLOROTIAZIDA 25MG, 500 COMPRIMIDOS
