COD_PROC_URG|TITULO
41.42|EXCISION DE LESION O TEJIDO DE BAZO
41.43|ESPLENECTOMIA PARCIAL
41.5|ESPLENECTOMIA TOTAL
41.9|OTRAS OPERACIONES SOBRE BAZO Y MEDULA OSEA
41.91|ASPIRACION DE MEDULA OSEA DE DONANTE PARA TRASPLANTE
41.92|INYECCION DE MEDULA OSEA
41.93|EXCISION DE BAZO ACCESORIO
41.94|TRASPLANTE DE BAZO
41.95|OPERACIONES DE REPARACION PLASTICA SOBRE BAZO
41.98|OTRAS OPERACIONES SOBRE MEDULA OSEA
41.99|OTRAS OPERACIONES SOBRE BAZO
42|OPERACIONES SOBRE ESOFAGO
42.0|ESOFAGOTOMIA
42.01|INCISION DE MEMBRANA ESOFAGICA
42.09|OTRA INCISION DE ESOFAGO
42.1|ESOFAGOSTOMIA
42.10|ESOFAGOSTOMIA, N. E. O. M.
42.11|ESOFAGOSTOMIA CERVICAL
42.12|EXTERIORIZACION DE BOLSA ESOFAGICA
42.19|OTRA FISTULIZACION EXTERNA DE ESOFAGO
42.2|PROCEDIMIENTOS DIAGNOSTICOS SOBRE ESOFAGO
42.21|ESOFAGOSCOPIA OPERATORIA POR INCISION
42.22|ESOFAGOSCOPIA A TRAVES DE ESTOMA ARTIFICIAL
42.23|OTRA ESOFAGOSCOPIA
42.24|BIOPSIA DE ESOFAGO CERRADA [ENDOSCOPICA]
42.25|BIOPSIA ABIERTA DE ESOFAGO
42.29|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE ESOFAGO
42.3|EXCISION LOCAL O ELIMINACION DE LESION O TEJIDO DE ESOFAGO
42.31|EXCISION LOCAL DE DIVERTICULO ESOFAGICO
42.32|EXCISION LOCAL DE OTRA LESION O TEJIDO DE ESOFAGO
42.33|EXCIS.DEST.ENDOSC.LESION O TEJIDO DE ESOFAGO
42.39|OTRA EXCISION DE LESION O TEJIDO DE ESOFAGO
42.4|EXCISION DE ESOFAGO
42.40|ESOFAGECTOMIA, N. E. O. M.
42.41|ESOFAGECTOMIA PARCIAL
42.42|ESOFAGECTOMIA TOTAL
42.5|ANASTOMOSIS INTRATORACICA DE ESOFAGO
42.51|ESOFAGOESOFAGOSTOMIA INTRATORACICA
42.52|ESOFAGOGASTROSTOMIA INTRATORACICA
42.53|ANASTOM.ESOFAG.INTRATORAC.CON INTERPOSICION DEL INTEST.DELGA
42.54|OTRA ESOFAGOENTEROSTOMIA INTRATORACICA
42.55|ANASTOMOSIS ESOFAGICA INTRATOR. CON INTERPOSICION DE COLON
42.56|OTRA ESOFAGOCOLOSTOMIA INTRATORACICA
42.58|ANASTOMOSIS ESOFAGICA INTRATORACICA CON OTRA INTERPOSICION
42.59|OTRA ANASTOMOSIS INTRATORACICA DE ESOFAGO
42.6|ANASTOMOSIS ANTE-ESTERNAL DE ESOFAGO
42.61|ESOFAGOESOFAGOSTOMIA ANTE-ESTERNAL
42.62|ESOFAGOGASTROSTOMIA ANTE-ESTERNAL
42.63|ANASTOM.ESOFAGICA ANTE-ESTERNAL CON INTERPOS. DE I. DELGADO
42.64|OTRA ESOFAGOENTEROSTOMIA ANTE-ESTERNAL
42.65|ANASTOMOSIS ESOFAG. ANTE-ESTERNAL CON INTERPOSICION DE COLON
42.66|OTRA ESOFAGOCOLOSTOMIA ANTE-ESTERNAL
42.68|OTRA ANASTOMOSIS ESOFAGICA ANTE-ESTERNAL CON INTERPOSICION
42.69|OTRA ANASTOMOSIS ANTE-ESTERNAL DE ESOFAGO
42.7|ESOFAGOMIOTOMIA (HELLER)
42.8|OTRA REPARACION DE ESOFAGO
42.81|INSERCION DE TUBO PERMANENTE EN ESOFAGO
42.82|SUTURA DE LACERACION DE ESOFAGO
42.83|CIERRE DE ESOFAGOSTOMIA
42.84|REPARACION DE FISTULA ESOFAGICA, N. C. O .C.
42.85|REPARACION DE ESTENOSIS ESOFAGICA
42.86|CREACION DE TUNEL SUBCUTANEO SIN ANASTOMOSIS ESOFAGICA
42.87|OTRO INJERTO DE ESOFAGO
42.89|OTRA REPARACION DE ESOFAGO
42.9|OTRAS OPERACIONES DE ESOFAGO
42.91|LIGADURA DE VARICES ESOFAGICAS
42.92|DILATACION DE ESOFAGO
42.99|OTRA OPERACION DE ESOFAGO NCOC
43|INCISION Y EXCISION DE ESTOMAGO
43.0|GASTROTOMIA
43.1|GASTROSTOMIA
43.11|GASTROSTOMIA PERCUTANEA ENDOSCOPICA (PEG)
43.19|OTRA GASTROSTOMIA
43.3|PILOROMIOTOMIA
43.4|EXCIS.LOCAL O ELIMINACION ENDOSC.DE LESION O TEJ.DEL ESTOMAG
43.41|EXCIS. O ELIMINACION ENDOSC. DE LESION O TEJIDO DEL ESTOMAGO
43.42|EXCISION LOCAL DE OTRA LESION O TEJIDO DE ESTOMAGO
43.49|OTRA ELIMINACION DE LESION O TEJIDO DE ESTOMAGO
43.5|GASTRECTOMIA PARCIAL CON ANASTOMOSIS AL ESOFAGO
43.6|GASTRECTOMIA PARCIAL CON ANASTOMOSIS AL DUODENO
43.7|GASTRECTOMIA PARCIAL CON ANASTOMOSIS AL YEYUNO
43.8|OTRA GASTRECTOMIA PARCIAL
43.81|GASTRECTOMIA PARCIAL CON TRANSPOSICION YEYUNAL
43.89|OTRA GASTRECTOMIA PARCIAL NCOC
43.9|GASTRECTOMIA TOTAL
43.91|GASTRECTOMIA TOTAL CON INTERPOSICION INTESTINAL
43.99|OTRA GASTRECTOMIA TOTAL
44|OTRAS OPERACIONES SOBRE EL ESTOMAGO
44.0|VAGOTOMIA
44.00|VAGOTOMIA, NEOM
44.01|VAGOTOMIA TRONCULAR
44.02|VAGOTOMIA SUPRASELECTIVA
44.03|OTRA VAGOTOMIA SELECTIVA
44.1|PROCEDIMIENTOS DIAGNOSTICOS SOBRE EL ESTOMAGO
44.11|GASTROSCOPIA TRANSABDOMINAL
44.12|GASTROSCOPIA A TRAVES DE ESTOMA ARTIFICIAL
44.13|OTRA GASTROSCOPIA
44.14|BIOP.CERR.DE ESTOM.[ENDOSCOPICA]
44.15|BIOPSIA ABIERTA DEL ESTOMAGO
44.19|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE ESTOMAGO
44.2|PILOROPLASTIA
44.21|DILATACION DE PILORO MEDIANTE INCISION
44.22|DILATACION ENDOSCOPICA DE PILORO
44.29|OTRA PILOROPLASTIA
44.3|GASTROENTEROSTOMIA SIN GASTRECTOMIA
44.31|DERIVACION GASTRICA PROXIMAL
44.32|GASTROYEYUNOSTOMÍA PERCUTÁNEA [ENDOSCÓPICA]
44.39|OTRA GASTROENTEROSTOMIA
44.4|CONTROL DE HEMORRAGIA Y SUTURA DE ULCERA DUODENAL
44.40|SUTURA DE ULCERA PEPTICA N. E. O. M.
44.41|SUTURA DE ULCERA GASTRICA
44.42|SUTURA DE ULCERA DUODENAL
44.43|CONTROL ENDOSCOPICO DE HEMORRAGIA GASTRICA O DUODENAL
44.44|EMBOLIZACION TRANSCATETER POR HEMORRAGIA GASTRICA O DUODENAL
44.49|OTRO CONTROL DE HEMORRAGIA DE ESTOMAGO O DUODENO
44.5|REVISION DE ANASTOMOSIS GASTRICA
44.6|OTRA REPARACION DE ESTOMAGO
44.61|SUTURA DE DESGARRO DEL ESTOMAGO
44.62|CIERRE DE GASTROSTOMIA
44.63|CIERRE DE OTRA FISTULA GASTRICA
44.64|GASTROPEXIA
44.65|ESOFAGOGASTROPLASTIA
44.66|OTRO PROC.PARA CREACION DE COMPETENCIA DE ESFINT.ESOGICOGAST
44.69|OTRA REPARACION DE ESTOMAGO NCOC
44.9|OTRAS OPERACIONES DEL ESTOMAGO
44.91|LIGADURA DE VARICES GASTRICAS
44.92|MANIPULACION INTRAOPERATORIA DEL ESTOMAGO
44.93|INSERCION DE BURBUJA GASTRICA (BALON)
44.94|EXTRACCION DE BURBUJA GASTRICA (BALON)
44.99|OTRA OPERACION SOBRE ESTOMAGO NCOC
45|INCISION, EXCISION Y ANASTOMOSIS DE INTESTINO
45.0|ENTEROTOMIA
45.00|INCISION DE INTESTINO, N. E. O. M.
45.01|INCISION DE DUODENO
45.02|OTRA INCISION DE INTESTINO DELGADO
45.03|INCISION DE INTESTINO GRUESO
45.1|PROCEDIMIENTOS DIAGNOSTICOS SOBRE EL INTESTINO DELGADO
45.11|ENDOSCOPIA TRANSABDOMINAL DE INTESTINO DELGADO
45.12|ENDOSCOPIA DE INTESTINO DELGADO A TRAVES DE ESTOMA ARTIFICIA
45.13|OTRA ENDOSCOPIA DE INTESTINO DELGADO
45.14|BIOPSIA CERRADA (ENDOSCOPICA) DE INTESTINO DELGADO
45.15|BIOPSIA ABIERTA DE INTESTINO DELGADO
45.16|ESOFAGOGASTRODUODENOSCOPIA [EGD] CON BIOPSIA CERRADA
45.19|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE INTESTINO DELGADO
45.2|PROCEDIMIENTOS DIAGNOSTICOS SOBRE INTESTINO GRUESO
45.21|ENDOSCOPIA TRANSABDOMINAL DE INTESTINO GRUESO
45.22|ENDOSCOPIA DE INTESTINO GRUESO A TRAVES DE ESTOMA ARTIFICIAL
45.23|COLONOSCOPIA
45.24|SIGMOIDOSCOPIA FLEXIBLE
45.25|BIOPSIA CERRADA (ENDOSCOPICA) DEL INTESTINO GRUESO
45.26|BIOPSIA ABIERTA DE INTESTINO GRUESO
45.27|BIOPSIA INTESTINAL, SITIO NO ESPECIFICADO
45.28|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE INTESTINO GRUESO
45.29|OTROS PROC.DIAG. SOBRE INTESTINO, SITIO NO ESPECIFICADO
45.3|EXCISION LOCAL O DESTRUCCION DE LESION O TEJ. INTEST.DELGADO
45.30|EXCISION O DESTRUCCION ENDOSCOPICA DE LESION DE DUODENO
45.31|OTRA EXCISION LOCAL DE LESION DE DUODENO
45.32|OTRA ELIMINACION O EXCISION DE LESION DE DUODENO
45.33|EXCISON LOCAL DE LESION O TEJ.DE INTEST.DELGADO,SALVO DUODEN
45.34|OTRA ELIMIN.O EXERESIS DE LESION DE INT.DELGADO,SALVO DUODEN
45.4|EXCISION LOCAL O ELIMINACION DE LESION O TEJ. INTEST.GRUESO
45.41|EXCISION LOCAL DE LESION O TEJIDO DE INTESTINO GRUESO
45.42|POLIPECTOMIA ENDOSCOPICA DEL INTESTINO GRUESO
45.43|DESTRUCCION ENDOSCOPICA DE OTRA LESION O TEJ.DE INTES.GRUESO
45.49|OTRA ELIMINACION O EXERESIS DE LESION DE INTESTINO GRUESO
45.5|AISLAMIENTO DE SEGMENTO INTESTINAL
45.50|AISLAMIENTO DE SEGMENTO INTESTINAL, N. E. O. M.
45.51|AISLAMIENTO DE SEGMENTO DE INTESTINO DELGADO
45.52|AISLAMIENTO DE SEGMENTO DE INTESTINO GRUESO
45.6|OTRA EXCISION DE INTESTINO DELGADO
45.61|RESECCION SEGMENTARIA MULTIPLE DE INTESTINO DELGADO
45.62|OTRA RESECCION PARCIAL DE INTESTINO DELGADO
45.63|RESECCION TOTAL DE INTESTINO DELGADO
45.7|EXCISION PARCIAL DE INTESTINO GRUESO
45.71|RESECCION SEGMENTARIA MULTIPLE DE INTESTINO GRUESO
45.72|CECECTOMIA
45.73|HEMICOLECTOMIA DERECHA
45.74|RESECCION DE COLON TRANSVERSAL
45.75|HEMICOLECTOMIA IZQUIERDA
45.76|SIGMOIDECTOMIA
45.79|OTRA EXCISION PARCIAL DE INTESTINO GRUESO
45.8|COLECTOMIA INTRAABDOMINAL TOTAL
45.9|ANASTOMOSIS INTESTINAL
45.90|ANASTOMOSIS INTESTINAL, N. E. O. M.
45.91|ANASTOMOSIS DE INTESTINO DELGADO A INTESTINO DELGADO
45.92|ANASTOMOSIS DE INTESTINO DELGADO AL MUÐON RECTAL
45.93|OTRA ANASTOMOSIS DE INTESTINO DELGADO A INTESTINO GRUESO
45.94|ANASTOMOSIS DE INTESTINO GRUESO A INTESTINO GRUESO
45.95|ANASTOMOSIS AL ANO
46|OTRAS OPERACIONES SOBRE INTESTINO
46.0|EXTERIORIZACION DE INTESTINO
46.01|EXTERIORIZACION DE INTESTINO DELGADO
46.02|RESECCION DE SEGMENTO EXTERIORIZADO DE INTESTINO DELGADO
46.03|EXTERIORIZACION DE INTESTINO GRUESO
46.04|RESECCION DE ESGMENTO EXTERIORIZADO DE INTESTINO GRUESO
46.1|COLOSTOMIA
46.10|COLOSTOMIA, N. E. O. M.
46.11|COLOSTOMIA TEMPORAL
46.13|OTRA COLOSTOMIA PERMANENTE
46.14|APERTURA RETARDADA DE COLOSTOMIA
46.2|ILEOSTOMIA
46.20|ILEOSTOMIA, N. E. O. M.
46.21|ILEOSTOMIA TEMPORAL
46.22|ILEOSTOMIA CONTINENTE
46.23|OTRA ILEOSTOMIA PERMANENTE
46.24|APERTURA RETARDADA DE ILEOSTOMIA
46.3|OTRA ENTEROSTOMIA
46.31|APERTURA RETARDADA DE OTRA ENTEROSTOMIA
46.32|YEYUNOSTOMIA PERCUTANEA (ENDOSCOPICA) (PEG)
46.39|OTRA ENTEROSTOMIA NCOC
46.4|REVISION DE ESTOMA INTESTINAL
46.40|REVISION DE ESTOMA INTESTINAL, N. E. O. M.
46.41|REVISION DE ESTOMA DE INTESTINO DELGADO
46.42|REPARACION DE HERNIA PERICOLOSTOMICA
46.43|OTRA REVISION DE ESTOMA DE INTESTINO GRUESO
46.5|CIERRE DE ESTOMA INTESTINAL
46.50|CIERRE DE ESTOMA INTESTINAL, N. E. O. M.
46.51|CIERRE DE ESTOMA DE INTESTINO DELGADO
46.52|CIERRE DE ESTOMA DE INTESTINO GRUESO
46.6|FIJACION DE INTESTINO
46.60|FIJACION DE INTESTINO, N. E. O. M.
46.61|FIJACION DE INTESTINO DELGADO A PARED ABDOMINAL
46.62|OTRA FIJACION DE INTESTINO DELGADO
46.63|FIJACION DE INTESTINO GRUESO A PARED ABDOMINAL
46.64|OTRA FIJACION DE INTESTINO GRUESO
46.7|OTRA REPARACION DE INTESTINO
46.71|SUTURA DE HERIDA DE DUODENO
46.72|CIERRE DE FISTULA DE DUODENO
46.73|SUTURA DE HERIDA DE INTESTINO DELGADO, SALVO DUODENO
46.74|CIERRE DE FISTULA DE INTESTINO DELGADO, SALVO DUODENO
46.75|SUTURA DE HERIDA DE INTESTINO GRUESO
46.76|CIERRE DE FISTULA DE INTESTINO GRUESO
46.79|OTRA REPARACION DE INTESTINO
46.8|DILATACION Y MANIPULACION DE INTESTINO
46.80|MANIPULACION INTRABDOMINAL DE INTESTINO, N. E. O. M.
46.81|MANIPULACION INTRABDOMINAL DE INTESTINO DELGADO
46.82|MANIPULACION INTRABDOMINAL DE INTESTINO GRUESO
46.85|DILATACION DE COLON
46.9|OTRAS OPERACIONES SOBRE INTESTINOS
46.91|MIOTOMIA DEL COLON SIGMOIDEO
46.92|MIOTOMIA DE OTRAS PARTES DEL COLON
46.93|REVISION DE ANASTOMOSIS DE INTESTINO DELGADO
46.94|REVISION DE ANASTOMOSIS DE INTESTINO GRUESO
46.95|PERFUSION LOCAL DE INTESTINO DELGADO
46.96|PERFUSION LOCAL DE INTESTINO GRUESO
46.97|TRASPLANTE DE INTESTINO
46.99|OTRA OPERACION SOBRE INTESTINO NCOC
47|OPERACIONES SOBRE APENDICE
47.0|APENDICECTOMIA
47.01|APENDICECTOMIA LAPAROSCOPICA
47.09|OTRA APENDICECTOMIA
47.1|APENDICECTOMIA INCIDENTAL
47.11|APENDICECTOMIA INCIDENTAL LAPAROSCOPICA
47.19|OTRAS APENDICECTOMIAS INCIDENTALES
47.2|DRENAJE DE ABSCESO APENDICULAR
47.9|OTRAS OPERACIONES SOBRE APENDICE
47.91|APENDICOSTOMIA
47.92|CIERRE DE FISTULA APENDICULAR
47.99|OTRAS OPERACIONES SOBRE APENDICE NCOC
48|OPERACIONES SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL
48.0|PROCTOTOMIA
48.1|PROCTOSTOMIA
48.2|PROC.DIAGNOSTICOS SOBRE RECTO, RECTOSIGMA Y TEJ. PERIRRECTAL
48.21|PROCTOSIGMOIDOSCOPIA TRANSABDOMINAL
48.22|PROCTOSIGMOIDOSCOPIA A TRAVES DE ESTOMA ARTIFICIAL
48.23|PROCTOSIGMOIDOSCOPIA RIGIDA
48.24|BIOPSIA CERRADA (ENDOSCOPICA)
48.25|OTRA BIOPSIA DE RECTO
48.26|BIOPSIA DE TEJIDO PERIRRECTAL
48.29|OTROS PROC.DIAG. SOBRE RECTO,RECTOSIGMOIDE Y TEJ.PERIRRECTAL
48.3|EXCISION LOCAL O ELIMINACION DE LESION O TEJIDO RECTAL
48.31|LECTROCOAGULACION RADICAL DE LESION O TEJIDO RECTAL
48.32|OTRA ELECTROCOAGULACION DE LESION O TEJIDO RECTAL
48.33|ELIMINACION DE LESION O TEJIDO RECTAL POR LASER
48.34|ELIMINACION DE LESION O TEJIDO RECTAL POR CRIOCIRUGIA
48.35|EXCISION LOCAL DE LESION O TEJIDO RECTAL
48.36|POLIPECTOMIA [ENDOSCOPICA] DE RECTO
48.4|RESECCION RECTO CON RECONSTRUCCION MEDIANTE PULL-THROUGH
48.41|RESECCION SUBMUCOSAL DE RECTO DE SOAVE
48.49|OTRA RESECCION DE RECTO CON RECONSTRUCCION TIPO
48.5|RESECCION DE RECTO ABDOMINOPERINEAL
48.6|OTRA RESECCION DE RECTO
48.61|RECTOSIGMOIDECTOMIA TRANSSACRAL
48.62|RESECCION ANTERIOR DE RECTO CON COLOSTOMIA SIMULTANEA
48.63|OTRA RESECCION ANTERIOR DE RECTO
48.64|RESECCION POSTERIOR DE RECTO
48.65|RESECCION DE RECTO DE DUHAMEL
48.69|OTRA RESECCION DE RECTO NCOC
48.7|REPARACION DE RECTO
48.71|SUTURA DE LESION DE RECTO
48.72|CIERRE DE PROCTOSTOMIA
48.73|CIERRE DE OTRA FISTULA RECTAL
48.74|RECTORECTOSTOMIA
48.75|PROCTOPEXIA ABDOMINAL
48.76|OTRA PROCTOPEXIA
48.79|OTRA REPARACION DE RECTO
48.8|INCISION O EXCISION DE TEJIDO O LESION PERIRRECTAL
48.81|INCISION DE TEJIDO PERIRRECTAL
48.82|EXCISION DE TEJIDO PERIRRECTAL
48.9|OTRAS OPERACIONES SOBRE RECTO Y TEJIDO PERIRRECTAL
48.91|INCISION DE ESTENOSIS RECTAL
48.92|MIECTOMIA ANORRECTAL
48.93|REPARACION DE FISTULA PERIRRECTAL
48.99|OTRA OPERACION SOBRE RECTO Y TEJIDO PERIRECTAL NCOC
49|OPERACIONES SOBRE ANO
49.0|INCISION O EXCISION DE TEJIDO PERIANAL
49.01|INCISION DE ABCESO PERIANAL
49.02|OTRA INCISION DE TEJIDO PERIANAL
49.03|EXCISION DE COLGAJOS CUTANEOS PERIANALES
49.04|OTRA EXCISION DE TEJIDO PERIANAL
49.1|INCISION O EXCISION DE FISTULA ANAL
49.11|FISTULOTOMIA ANAL
49.12|FISTULECTOMIA ANAL
49.2|PROCEDIMIENTOS DIAGNOSTICOS SOBRE ANO Y TEJIDO PERIANAL
49.21|ANOSCOPIA
49.22|BIOPSIA DE TEJIDO PERIANAL
49.23|BIOPSIA DE ANO
49.29|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE ANO Y TEJID.PERIANAL
49.3|EXCISION LOCAL O DESTRUCCION DE OTRA LESION O TEJIDO DE ANO
49.31|EXCISION O DESTRUCCION ENDOSCOPICA DE LESION O TEJIDO ANAL
49.39|OTRA EXCISION LOCAL O DESTRUCCION DE LESION O TEJIDO ANAL
49.4|PROCEDIMIENTOS SOBRE HEMORROIDES
49.41|REDUCCION DE HEMORROIDES
49.42|INYECCION SOBRE HEMORROIDES
49.43|CAUTERIZACION DE HEMORROIDES
49.44|DESTRUCCION DE HEMORROIDES POR CRIOTERAPIA
49.45|LIGADURA DE HEMORROIDES
49.46|EXCISION DE HEMORROIDES
49.47|EVACUACION DE HEMORROIDES TROMBOSADAS
49.49|OTROS PROCEDIMIENTOS SOBRE HEMORROIDES
49.5|DIVISION DEL ESFINTER ANAL
49.51|ESFINTEROTOMIA ANAL LATERAL IZQUIERDA
49.52|ESFINTEROTOMIA ANAL POSTERIOR
49.59|OTRA ESFINTEROTOMIA ANAL
49.6|EXCISION DE ANO
49.7|REPARACION DE ANO
49.71|SUTURA DE LACERACION DE ANO
49.72|IMPLANTACION DE UN ANILLO EN LA CIRCUNFERENCIA ANAL
49.73|CIERRE DE FISTULA ANAL
49.74|TRANSPOSICION DEL MUSC.RECTO INTERNO PARA INCONTINENCIA ANAL
49.75|IMPLANTACIÓN O REVISIÓN DE ESFÍNTER ANAL ARTIFICIAL
49.76|EXTRACCIÓN DE ESFÍNTER ANAL ARTIFICIAL
49.79|OTRA REPARACION DE ESFINTER ANAL
49.9|OTRAS OPERACIONES SOBRE ANO
49.91|INCISION DE TABIQUE ANAL
49.92|INSERCCION DE ESTIMULADOR ANAL ELECTRICO SUBCUTANEO
49.93|OTRA INCISION DE ANO
49.94|REDUCCION DE PROLAPSO ANAL
49.95|CONTROL DE HEMORRAGIA (POSOPERATORIA) DE ANO
49.99|OTRA OPERACION SOBRE ANO NCOC
50|OPERACIONES SOBRE HIGADO
50.0|HEPATOTOMIA
50.1|PROCEDIMIENTOS DIAGNOSTICOS SOBRE HIGADO
50.11|BIOPSIA CERRADA PERCUTANEA [AGUJA] DE HIGADO
50.12|BIOPSIA ABIERTA DE HIGADO
50.19|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE HIGADO
50.2|EXCISION LOCAL O ELIMINACION DE TEJIDO O LESION DE HIGADO
50.21|MARSUPIALIZACION DE LESION DE HIGADO
50.22|HEPATECTOMIA PARCIAL
50.29|OTRA ELIMINACION DE LESION DE HIGADO
50.3|LOBECTOMIA DE HIGADO
50.4|HEPATECTOMIA TOTAL
50.5|TRASPLANTE DE HIGADO
50.51|TRASPLANTE AUXILIAR DE HIGADO
50.59|OTRO TRASPLANTE DE HIGADO
50.6|REPARACION DEL HIGADO
50.61|SUTURA DE LESION HEPATICA
50.69|OTRA REPARACION DE HIGADO
50.9|OTRAS OPERACIONES SOBRE HIGADO
50.91|ASPIRACION PERCUTANEA DE HIGADO
50.92|ASISTENCIA HEPATICA EXTRACORPOREA
50.93|PERFUSION LOCALIZADA DE HIGADO
50.94|OTRA INYECCION DE SUSTANCIA TERAPEUTICA EN HIGADO
50.99|OTRA OPERACION SOBRE HIGADO NCOC
51|OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR
51.0|COLECISTOTOMIA Y COLECISTOSTOMIA
51.01|ASPIRACION PERCUTANEA DE VESICULA BILIAR
51.02|COLECISTOSTOMIA POR TROCAR
51.03|OTRA COLECISTOSTOMIA
51.04|OTRA COLECISTOTOMIA
51.1|PROCEDIMIENTOS DIAGNOSTICOS SOBRE LA VIA BILIAR PRINCIPAL
51.10|COLANGIO-PANCREATOGRAFIA RETROGRADA ENDOSCOPICA (CPRE)
51.11|COLANGIOGRAFIA RETROGRADA ENDOSCOPIA (CPRE)
51.12|BIOPSIA PERCUTANEA DE VESICULA BILIAR O VIAS BILIARES
51.13|BIOPSIA ABIERTA DE VESICULA BILIAR O VIAS BILIARES
51.14|OTRA BIOPS.CERRADA(ENDOSCOP.)DE TRACTO BILIAR O ESFINTER DE
51.15|MEDICION DE LA PRESION DEL ESFINTER DE ODDI
51.19|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE LA VIA BILIAR
51.2|COLECISTECTOMIA
51.21|OTRAS COLECISTECTOMIAS PARCIALES
51.22|COLECISTECTOMIA
51.23|COLECISTECTOMIA LAPAROSCOPICA
51.24|COLECISTECTOMIA PARCIAL LAPAROSCOPICA
51.3|ANASTOMOSIS DE VESICULA BILIAR O VIA BILIAR
51.31|ANASTOMOSIS DE VESICULA BILIAR A CONDUCTOS HEPATICOS
51.32|ANASTOMOSIS DE VESICULA BILIAR A INTESTINO
51.33|ANASTOMOSIS DE VESICULA BILIAR A PANCREAS
51.34|ANASTOMOSIS DE VESICULA BILIAR A ESTOMAGO
51.35|OTRA ANASTOMOSIS DE VESICULA BILIAR
51.36|COLEDOCOENTEROSTOMIA
51.37|ANASTOMOSIS DE CONDUCTO HEPATICO A TUBO DIGESTIVO
51.39|OTRA ANASTOMOSIS DE VIA BILIAR
51.4|INCISION DE VIA BILIAR PARA ALIVIO DE OBSTRUCCION
51.41|EXPLORAC. DE LA VIA BILIAR PRINCIPAL PARA EXTRACCION DE CALC
51.42|EXPLOR.DE LA VIA BILIAR PRINCIPAL PARA ALIVIO DE OTRA OBSTRU
51.43|INSERCION DE TUBO COLEDOCOHEPATICO PARA DESCOMPRESION
51.49|INCISION DE OTRAS VIAS BILIARES PARA ALIVIO DE OBSTRUCCION
51.5|OTRA INCISION DE VIA BILIAR
51.51|EXPLORACION DE VIA COMUN
51.59|INCISION DE OTRA VIA BILIAR
51.6|EX.LOCAL O ELIMINACION DE LESION O T.VIA BILIAR Y ESF. ODDI
51.61|EXCISION DE CONDUCYO CISTICO REMANENTE (MUÐON CISTICO)
51.62|EXC.DE LA AMPOLLA DE VATER(CON REIMPLANTACION DE COLEDOCO
51.63|OTRA EXCISION DE COLEDOCO
51.64|EXCIS.O DESTR.ENDOSCOP.DE LESION DE C. BILIAR O ESFINT. ODDI
51.69|EXCISION DE OTRA VIA BILIAR
51.7|REPARACION DE VIAS BILIARES
51.71|SUTURA SIMPLE DE COLEDOCO
51.72|COLEDOCOPLASTIA
51.79|REPARACION DE OTRAS VIAS BILIARES
51.8|OPERACION SOBRE CONDUCTOS BILIARES Y ESFINTER DE ODDI
51.81|DILATACION DE ESFINTER DE ODDI
51.82|ESFINTEROTOMIA PANCREATICA
51.83|ESFINTEROPLASTIA PANCREATICA
51.84|DILATACION ENDOSCOPICA DE AMPOLLA Y CONDUCTO BILIAR
51.85|ESFINTERECTOMIA Y PAPILOTOMIA ENDOSCOPICA
51.86|INSERCION ENDOSCOPICA DE TUBO DE DRENAJE NASOBILIAR
51.87|INSERCION ENDOSCOPICA DE STENT (TUBO) EN DUCTO BILIAR
51.88|EXTRACCION ENDOSCOPICA DE CALCULOS DEL TRACTO BILIAR
51.89|OTRAS OPERACIONES SOBRE EL ESFINTER DE ODDI
51.9|OTRAS OPERACIONES SOBRE LAS VIAS BILIARES
51.91|REPARACION DE LESION DE VESICULA BILIAR
51.92|CIERRE DE COLECISTOSTOMIA
51.93|CIERRE DE OTRA FISTULA BILIAR
51.94|REVISION DE ANASTOMOSIS DE LAS VIAS BILIARES
51.95|EXTRACCION DE DISPOSITIVO PROTESICO DE VIA BILIAR
51.96|EXTRACCION PERCUTANEA DE CALCULOS EN COLEDOCO
51.98|OTROS PROCEDIMIENTOS PERCUTANEOS SOBRE TRACTO BILIAR
51.99|OTRA OPERACION SOBRE VIA BILIAR NCOC
52|OPERACIONES SOBRE PANCREAS
52.0|PANCREATOTOMIA
52.01|DRENAJE DE QUISTE PANCREATICO POR CATETER
52.09|OTRA PANCREATOTOMIA
52.1|PROCEDIMIENTOS DIAGNOSTICOS SOBRE PANCREAS
52.11|BIOPSIA POR ASPIRACION [AGUJA] CERRADA DE PANCREAS
52.12|BIOPSIA ABIERTA DE PANCREAS
52.13|PANCREATOGRAFIA RETROGRADA ENDOSCOPICA (ERP)
52.14|BIOPSIA CERRADA (ENDOSCOPICA) DE DUCTO PANCREATICO
52.19|OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE EL PANCREAS
52.2|EXCISION LOCAL O ELIMINACION DE LESION PANCREATICA
52.21|EXCIS.ENDOSCOP.DE DESTRUCC.DE LESION O TEJIDO DEL DUCTO PANC
